cohort,exposure,process,term,estimate,hazard_ratio,sensitivity
CHARLS,education,recovery,sesmiddle,-0.489847635950706,0.6127197435339,pre_pandemic_end_before_2020
CHARLS,education,recovery,sex_factormale,0.0841624658075109,1.08780561067017,pre_pandemic_end_before_2020
CHARLS,education,relapse,(Intercept),-1.57930689422529,0.206117910221096,pre_pandemic_end_before_2020
CHARLS,education,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",0.532866044924888,1.70380850930667,pre_pandemic_end_before_2020
CHARLS,education,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",0.53206138021978,1.70243806618252,pre_pandemic_end_before_2020
CHARLS,education,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",0.778307448650875,2.17778313457461,pre_pandemic_end_before_2020
CHARLS,education,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",0.398882425258171,1.4901584033176,pre_pandemic_end_before_2020
CHARLS,education,relapse,period_factor3,-0.613276172198335,0.541573670856594,pre_pandemic_end_before_2020
CHARLS,education,relapse,period_factor4,-13.9758937373697,8.51817327566442e-07,pre_pandemic_end_before_2020
CHARLS,education,relapse,seslow,0.252186557881138,1.28683608430607,pre_pandemic_end_before_2020
CHARLS,education,relapse,sesmiddle,-0.0801034196569143,0.923020882947284,pre_pandemic_end_before_2020
CHARLS,education,relapse,sex_factormale,-0.443229841595306,0.641959641102011,pre_pandemic_end_before_2020
CHARLS,wealth,death_post,(Intercept),-25.3232923766792,1.00515689751389e-11,pre_pandemic_end_before_2020
CHARLS,wealth,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",1.42422119417833,4.15462093948554,pre_pandemic_end_before_2020
CHARLS,wealth,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",2.80681146199486,16.5570412082617,pre_pandemic_end_before_2020
CHARLS,wealth,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",0.359031193126761,1.43194146760673,pre_pandemic_end_before_2020
CHARLS,wealth,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",-2.22833469078982,0.107707647405524,pre_pandemic_end_before_2020
CHARLS,wealth,death_post,origin_factorD2,-0.275928136463672,0.758867463701299,pre_pandemic_end_before_2020
CHARLS,wealth,death_post,origin_factorR1,-0.665147097276027,0.514197885035125,pre_pandemic_end_before_2020
CHARLS,wealth,death_post,period_factor2,0.130201804190126,1.13905822685512,pre_pandemic_end_before_2020
CHARLS,wealth,death_post,period_factor3,20.2006215177426,592950522.607073,pre_pandemic_end_before_2020
CHARLS,wealth,death_post,period_factor4,52.3468093596525,5.41914098903827e+22,pre_pandemic_end_before_2020
CHARLS,wealth,death_post,seslow,-0.0625916887969246,0.939326933108556,pre_pandemic_end_before_2020
CHARLS,wealth,death_post,sesmiddle,-0.248959073853436,0.779611879241837,pre_pandemic_end_before_2020
CHARLS,wealth,death_post,sex_factormale,0.774714240401571,2.16997194826409,pre_pandemic_end_before_2020
CHARLS,wealth,death_pre,(Intercept),-26.2095392050441,4.14325582898895e-12,pre_pandemic_end_before_2020
CHARLS,wealth,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",1.31096714956388,3.70975987039576,pre_pandemic_end_before_2020
CHARLS,wealth,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",1.32866410299562,3.77599567539636,pre_pandemic_end_before_2020
CHARLS,wealth,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",1.93681433419323,6.9366179884725,pre_pandemic_end_before_2020
CHARLS,wealth,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",0.668382790828341,1.9510794642628,pre_pandemic_end_before_2020
CHARLS,wealth,death_pre,period_factor2,0.0033783767392024,1.00338408988581,pre_pandemic_end_before_2020
CHARLS,wealth,death_pre,period_factor3,20.5594186013392,848871689.343853,pre_pandemic_end_before_2020
CHARLS,wealth,death_pre,period_factor4,28.8172423196148,3274683436112.46,pre_pandemic_end_before_2020
CHARLS,wealth,death_pre,seslow,0.100757080021154,1.10600793770312,pre_pandemic_end_before_2020
CHARLS,wealth,death_pre,sesmiddle,0.00380671475467447,1.00381396949594,pre_pandemic_end_before_2020
CHARLS,wealth,death_pre,sex_factormale,0.6947676126154,2.00324349132984,pre_pandemic_end_before_2020
CHARLS,wealth,onset,(Intercept),-2.45311433872885,0.086025257092096,pre_pandemic_end_before_2020
CHARLS,wealth,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",0.694780373457829,2.00326905456748,pre_pandemic_end_before_2020
CHARLS,wealth,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",1.20633992069601,3.34123306733975,pre_pandemic_end_before_2020
CHARLS,wealth,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",1.25792960187924,3.51813001207602,pre_pandemic_end_before_2020
CHARLS,wealth,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",0.802857330295624,2.23190912770319,pre_pandemic_end_before_2020
CHARLS,wealth,onset,period_factor2,-0.034810927061028,0.965788003372103,pre_pandemic_end_before_2020
CHARLS,wealth,onset,period_factor3,-0.532897688646707,0.586901844495281,pre_pandemic_end_before_2020
CHARLS,wealth,onset,period_factor4,-12.7926128072483,2.78124244553323e-06,pre_pandemic_end_before_2020
CHARLS,wealth,onset,seslow,0.537645775229408,1.71197174796999,pre_pandemic_end_before_2020
CHARLS,wealth,onset,sesmiddle,0.385587603338233,1.47047812548455,pre_pandemic_end_before_2020
CHARLS,wealth,onset,sex_factormale,-0.566002086447472,0.567790886029059,pre_pandemic_end_before_2020
CHARLS,wealth,recovery,(Intercept),-0.981483264398855,0.374754825911889,pre_pandemic_end_before_2020
CHARLS,wealth,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",-0.862127863222288,0.422262608603622,pre_pandemic_end_before_2020
CHARLS,wealth,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",-0.751091485853665,0.471851252603517,pre_pandemic_end_before_2020
CHARLS,wealth,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",-1.39184552210162,0.248616054560429,pre_pandemic_end_before_2020
CHARLS,wealth,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",-1.50547134870372,0.22191267092717,pre_pandemic_end_before_2020
CHARLS,wealth,recovery,origin_factorD2,0.0252400551797383,1.02556128227499,pre_pandemic_end_before_2020
CHARLS,wealth,recovery,period_factor2,-0.168421075436169,0.844997951882013,pre_pandemic_end_before_2020
CHARLS,wealth,recovery,period_factor3,-0.713913150806831,0.489724078879975,pre_pandemic_end_before_2020
CHARLS,wealth,recovery,period_factor4,-14.0411190303984,7.98030491442891e-07,pre_pandemic_end_before_2020
CHARLS,wealth,recovery,seslow,-0.256211431786495,0.773978307874956,pre_pandemic_end_before_2020
CHARLS,wealth,recovery,sesmiddle,-0.182279372547817,0.833368487613254,pre_pandemic_end_before_2020
CHARLS,wealth,recovery,sex_factormale,0.1424883756879,1.15313967642397,pre_pandemic_end_before_2020
CHARLS,wealth,relapse,(Intercept),-1.45482354293182,0.233441552678995,pre_pandemic_end_before_2020
CHARLS,wealth,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",0.646243453454543,1.90835850953489,pre_pandemic_end_before_2020
CHARLS,wealth,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",0.824037684398806,2.27968593209927,pre_pandemic_end_before_2020
CHARLS,wealth,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",1.16913632899273,3.21921109824173,pre_pandemic_end_before_2020
CHARLS,wealth,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",0.778183092257078,2.177512330156,pre_pandemic_end_before_2020
CHARLS,wealth,relapse,period_factor3,-0.600803984691997,0.548370577265848,pre_pandemic_end_before_2020
CHARLS,wealth,relapse,period_factor4,-14.1952516218236,6.84038508574117e-07,pre_pandemic_end_before_2020
CHARLS,wealth,relapse,seslow,0.156624369316377,1.16955621018055,pre_pandemic_end_before_2020
CHARLS,wealth,relapse,sesmiddle,0.164040333469506,1.17826183752224,pre_pandemic_end_before_2020
CHARLS,wealth,relapse,sex_factormale,-0.462507013495181,0.629702991077229,pre_pandemic_end_before_2020
ELSA,education,death_post,(Intercept),-3.64837728784793,0.0260333391376395,pre_pandemic_end_before_2020
ELSA,education,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",1.50675598286169,4.5120697951605,pre_pandemic_end_before_2020
ELSA,education,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",1.88922710280419,6.61425456614861,pre_pandemic_end_before_2020
ELSA,education,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",3.43119341739982,30.9135134690854,pre_pandemic_end_before_2020
ELSA,education,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",2.90594425866732,18.2824989122707,pre_pandemic_end_before_2020
ELSA,education,death_post,origin_factorD2,-0.133840052356361,0.874729964411342,pre_pandemic_end_before_2020
ELSA,education,death_post,origin_factorR1,-0.561776998170701,0.57019492771316,pre_pandemic_end_before_2020
ELSA,education,death_post,period_factor2,-0.102170702962857,0.902875415005026,pre_pandemic_end_before_2020
ELSA,education,death_post,period_factor3,-0.112690585594091,0.893427056555217,pre_pandemic_end_before_2020
ELSA,education,death_post,period_factor4,-0.0678285557256704,0.93442066091735,pre_pandemic_end_before_2020
ELSA,education,death_post,period_factor5,-0.324985093295924,0.722538124223796,pre_pandemic_end_before_2020
ELSA,education,death_post,proxy_factorself,-0.813828201718456,0.443158315379745,pre_pandemic_end_before_2020
ELSA,education,death_post,seslow,0.317250595488997,1.37334668329094,pre_pandemic_end_before_2020
ELSA,education,death_post,sesmiddle,0.0932631299430748,1.09775054830802,pre_pandemic_end_before_2020
ELSA,education,death_post,sex_factormale,0.557845538615962,1.74690480413344,pre_pandemic_end_before_2020
ELSA,education,death_pre,(Intercept),-5.10193202147298,0.00608497889159553,pre_pandemic_end_before_2020
ELSA,education,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",1.97666737755769,7.21864583300251,pre_pandemic_end_before_2020
ELSA,education,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",3.06578044594574,21.4511969556584,pre_pandemic_end_before_2020
ELSA,education,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",3.85360817425877,47.1629286604172,pre_pandemic_end_before_2020
ELSA,education,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",2.23591243506461,9.35501380180241,pre_pandemic_end_before_2020
ELSA,education,death_pre,period_factor2,-0.105160180795395,0.90018031943772,pre_pandemic_end_before_2020
ELSA,education,death_pre,period_factor3,-0.157729523920651,0.854080759145354,pre_pandemic_end_before_2020
ELSA,education,death_pre,period_factor4,-0.153934424692283,0.85732823873126,pre_pandemic_end_before_2020
ELSA,education,death_pre,period_factor5,-0.701394479315013,0.49589330845586,pre_pandemic_end_before_2020
ELSA,education,death_pre,proxy_factorself,-0.760312040978414,0.467520518686326,pre_pandemic_end_before_2020
ELSA,education,death_pre,seslow,0.346512162716125,1.4141266933473,pre_pandemic_end_before_2020
ELSA,education,death_pre,sesmiddle,-0.0862571480781202,0.917358303962519,pre_pandemic_end_before_2020
ELSA,education,death_pre,sex_factormale,0.554104182629023,1.74038122251607,pre_pandemic_end_before_2020
ELSA,education,onset,(Intercept),-3.62328047626339,0.0266949605118937,pre_pandemic_end_before_2020
ELSA,education,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",1.29896263350186,3.66549223582074,pre_pandemic_end_before_2020
ELSA,education,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",1.40058800291021,4.05758513740157,pre_pandemic_end_before_2020
ELSA,education,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",2.34052054994442,10.3866419216052,pre_pandemic_end_before_2020
ELSA,education,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",2.25681856864679,9.55264967268353,pre_pandemic_end_before_2020
ELSA,education,onset,period_factor2,-0.201833334545358,0.817231120788894,pre_pandemic_end_before_2020
ELSA,education,onset,period_factor3,-0.239727329398684,0.786842380603699,pre_pandemic_end_before_2020
ELSA,education,onset,period_factor4,-0.249871630195696,0.778900763992648,pre_pandemic_end_before_2020
ELSA,education,onset,period_factor5,-0.362233611984368,0.696119726934311,pre_pandemic_end_before_2020
ELSA,education,onset,period_factor6,-0.485411551365284,0.615443857876913,pre_pandemic_end_before_2020
ELSA,education,onset,period_factor7,-0.436891668130082,0.646041414494333,pre_pandemic_end_before_2020
ELSA,education,onset,period_factor8,-0.625045504145298,0.535237072459329,pre_pandemic_end_before_2020
ELSA,education,onset,proxy_factorself,0.0158195608098091,1.01594535250969,pre_pandemic_end_before_2020
ELSA,education,onset,seslow,0.466599690433183,1.59456295683088,pre_pandemic_end_before_2020
ELSA,education,onset,sesmiddle,0.295523924786538,1.34383024025144,pre_pandemic_end_before_2020
ELSA,education,onset,sex_factormale,-0.0647149364882961,0.937334625196451,pre_pandemic_end_before_2020
ELSA,education,recovery,(Intercept),-2.69144341965452,0.0677830293693151,pre_pandemic_end_before_2020
ELSA,education,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",-0.214226358166879,0.807165655804121,pre_pandemic_end_before_2020
ELSA,education,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",-0.962022898550588,0.382119115404589,pre_pandemic_end_before_2020
ELSA,education,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",-2.10845502973771,0.121425420254185,pre_pandemic_end_before_2020
ELSA,education,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",-2.29551619560321,0.10070939410215,pre_pandemic_end_before_2020
ELSA,education,recovery,origin_factorD2,0.0885988955279007,1.09264230470499,pre_pandemic_end_before_2020
ELSA,education,recovery,period_factor2,0.287238562666455,1.33274211806747,pre_pandemic_end_before_2020
ELSA,education,recovery,period_factor3,0.0591906844567419,1.06097753337708,pre_pandemic_end_before_2020
ELSA,education,recovery,period_factor4,0.148436584078737,1.16001923175356,pre_pandemic_end_before_2020
ELSA,education,recovery,period_factor5,0.275408494874328,1.31706858075862,pre_pandemic_end_before_2020
ELSA,education,recovery,period_factor6,0.384049810483868,1.46821857253816,pre_pandemic_end_before_2020
ELSA,education,recovery,period_factor7,0.307647116308591,1.36022090446124,pre_pandemic_end_before_2020
ELSA,education,recovery,period_factor8,0.203394531107226,1.22555589280157,pre_pandemic_end_before_2020
ELSA,education,recovery,proxy_factorself,1.12125928360439,3.06871615507697,pre_pandemic_end_before_2020
ELSA,education,recovery,seslow,-0.374367258856214,0.687724292606402,pre_pandemic_end_before_2020
ELSA,education,recovery,sesmiddle,-0.121074743290369,0.885967736974236,pre_pandemic_end_before_2020
ELSA,education,recovery,sex_factormale,-0.0360579540847272,0.964584390257749,pre_pandemic_end_before_2020
ELSA,education,relapse,(Intercept),-1.91385466405937,0.147510685160584,pre_pandemic_end_before_2020
ELSA,education,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",0.508948529543099,1.66354111069445,pre_pandemic_end_before_2020
ELSA,education,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",0.731857158306263,2.07893794159202,pre_pandemic_end_before_2020
ELSA,education,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",1.72214544321657,5.5965226147712,pre_pandemic_end_before_2020
ELSA,education,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",1.5374186940419,4.65256506337672,pre_pandemic_end_before_2020
ELSA,education,relapse,period_factor3,-0.278797570651184,0.756693064596665,pre_pandemic_end_before_2020
ELSA,education,relapse,period_factor4,-0.261106469720186,0.770198912386824,pre_pandemic_end_before_2020
ELSA,education,relapse,period_factor5,-0.29484961512595,0.744643562174357,pre_pandemic_end_before_2020
ELSA,education,relapse,period_factor6,-0.364221475558507,0.694737310368896,pre_pandemic_end_before_2020
ELSA,education,relapse,period_factor7,-0.423568156838791,0.654706551416847,pre_pandemic_end_before_2020
ELSA,education,relapse,period_factor8,-0.376892738696763,0.685989650093886,pre_pandemic_end_before_2020
ELSA,education,relapse,proxy_factorself,-0.117501612152464,0.889139078317537,pre_pandemic_end_before_2020
ELSA,education,relapse,seslow,0.441633136729555,1.55524507346814,pre_pandemic_end_before_2020
ELSA,education,relapse,sesmiddle,0.154084958783843,1.16658999463553,pre_pandemic_end_before_2020
ELSA,education,relapse,sex_factormale,-0.0432532716045123,0.957668809033028,pre_pandemic_end_before_2020
ELSA,wealth,death_post,(Intercept),-3.80081611077411,0.022352522276081,pre_pandemic_end_before_2020
ELSA,wealth,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",1.62721078370185,5.08965874291985,pre_pandemic_end_before_2020
ELSA,wealth,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",1.96957143608952,7.16760405360431,pre_pandemic_end_before_2020
ELSA,wealth,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",3.59098293592293,36.2697092110874,pre_pandemic_end_before_2020
ELSA,wealth,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",2.97212474394377,19.5333789638181,pre_pandemic_end_before_2020
ELSA,wealth,death_post,origin_factorD2,-0.027881883510319,0.972503228685148,pre_pandemic_end_before_2020
ELSA,wealth,death_post,origin_factorR1,-0.493984894673098,0.610190000140491,pre_pandemic_end_before_2020
ELSA,wealth,death_post,period_factor2,-0.0676934539764174,0.93454691131131,pre_pandemic_end_before_2020
ELSA,wealth,death_post,period_factor3,-0.106187673900785,0.899255865382306,pre_pandemic_end_before_2020
ELSA,wealth,death_post,period_factor4,-0.033912315558193,0.966656261636238,pre_pandemic_end_before_2020
ELSA,wealth,death_post,period_factor5,-0.295554859555712,0.744118591588025,pre_pandemic_end_before_2020
ELSA,wealth,death_post,proxy_factorself,-0.832289849112964,0.435051941570331,pre_pandemic_end_before_2020
ELSA,wealth,death_post,seslow,0.468156223420971,1.59704687932644,pre_pandemic_end_before_2020
ELSA,wealth,death_post,sesmiddle,0.125763083520212,1.13401346997541,pre_pandemic_end_before_2020
ELSA,wealth,death_post,sex_factormale,0.584595444994267,1.79426495991999,pre_pandemic_end_before_2020
ELSA,wealth,death_pre,(Intercept),-5.09801817185331,0.00610884125029714,pre_pandemic_end_before_2020
ELSA,wealth,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",2.11343761265522,8.27664433462175,pre_pandemic_end_before_2020
ELSA,wealth,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",3.08634323376465,21.896859698204,pre_pandemic_end_before_2020
ELSA,wealth,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",4.15083908309363,63.487249032267,pre_pandemic_end_before_2020
ELSA,wealth,death_pre,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",2.46555100899008,11.7699657224896,pre_pandemic_end_before_2020
ELSA,wealth,death_pre,period_factor2,-0.0343844599851569,0.966199967996243,pre_pandemic_end_before_2020
ELSA,wealth,death_pre,period_factor3,-0.165085590754096,0.847821135332042,pre_pandemic_end_before_2020
ELSA,wealth,death_pre,period_factor4,-0.224778645527194,0.798692993460221,pre_pandemic_end_before_2020
ELSA,wealth,death_pre,period_factor5,-0.708277908668407,0.492491583099955,pre_pandemic_end_before_2020
ELSA,wealth,death_pre,proxy_factorself,-0.925559690575306,0.396309546272774,pre_pandemic_end_before_2020
ELSA,wealth,death_pre,seslow,0.469124003628511,1.59859321782397,pre_pandemic_end_before_2020
ELSA,wealth,death_pre,sesmiddle,0.297342033997933,1.34627569276604,pre_pandemic_end_before_2020
ELSA,wealth,death_pre,sex_factormale,0.586047932466241,1.79687300091058,pre_pandemic_end_before_2020
ELSA,wealth,onset,(Intercept),-3.50438888027897,0.030065141131804,pre_pandemic_end_before_2020
ELSA,wealth,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",1.25142072168341,3.49530528759437,pre_pandemic_end_before_2020
ELSA,wealth,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",1.53960085314463,4.66272878597752,pre_pandemic_end_before_2020
ELSA,wealth,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",2.22819002162113,9.28304874704852,pre_pandemic_end_before_2020
ELSA,wealth,onset,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",1.87249951416559,6.50453427299103,pre_pandemic_end_before_2020
ELSA,wealth,onset,period_factor2,-0.195238665584073,0.822638299174743,pre_pandemic_end_before_2020
ELSA,wealth,onset,period_factor3,-0.253454711385103,0.776114893297739,pre_pandemic_end_before_2020
ELSA,wealth,onset,period_factor4,-0.260093403356495,0.770979570360716,pre_pandemic_end_before_2020
ELSA,wealth,onset,period_factor5,-0.372678324690236,0.688886795079694,pre_pandemic_end_before_2020
ELSA,wealth,onset,period_factor6,-0.52121753122039,0.593797141116456,pre_pandemic_end_before_2020
ELSA,wealth,onset,period_factor7,-0.452714893540124,0.635899406812822,pre_pandemic_end_before_2020
ELSA,wealth,onset,period_factor8,-0.63156911833752,0.531756756758479,pre_pandemic_end_before_2020
ELSA,wealth,onset,proxy_factorself,-0.087701223947462,0.916034525020885,pre_pandemic_end_before_2020
ELSA,wealth,onset,seslow,0.651199237713974,1.91783939580722,pre_pandemic_end_before_2020
ELSA,wealth,onset,sesmiddle,0.35685051261329,1.42882226298234,pre_pandemic_end_before_2020
ELSA,wealth,onset,sex_factormale,-0.0931321288286962,0.911073113319701,pre_pandemic_end_before_2020
ELSA,wealth,recovery,(Intercept),-2.6600666519901,0.0699435597118406,pre_pandemic_end_before_2020
ELSA,wealth,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",-0.354712439804175,0.701375101774308,pre_pandemic_end_before_2020
ELSA,wealth,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",-1.0376854181084,0.354273729275532,pre_pandemic_end_before_2020
ELSA,wealth,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",-2.3924953547839,0.0914013203500025,pre_pandemic_end_before_2020
ELSA,wealth,recovery,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",-2.5214214264738,0.080345320578364,pre_pandemic_end_before_2020
ELSA,wealth,recovery,origin_factorD2,0.118529802992541,1.12584042701584,pre_pandemic_end_before_2020
ELSA,wealth,recovery,period_factor2,0.281265351385678,1.32480509616674,pre_pandemic_end_before_2020
ELSA,wealth,recovery,period_factor3,0.0626236348835429,1.06462607570237,pre_pandemic_end_before_2020
ELSA,wealth,recovery,period_factor4,0.149886750777873,1.16170267335426,pre_pandemic_end_before_2020
ELSA,wealth,recovery,period_factor5,0.277620611682649,1.31998531519305,pre_pandemic_end_before_2020
ELSA,wealth,recovery,period_factor6,0.407387073596787,1.5028857204722,pre_pandemic_end_before_2020
ELSA,wealth,recovery,period_factor7,0.309737956143369,1.3630678837641,pre_pandemic_end_before_2020
ELSA,wealth,recovery,period_factor8,0.240959401793062,1.27246937428458,pre_pandemic_end_before_2020
ELSA,wealth,recovery,proxy_factorself,1.13103077264633,3.0988490632882,pre_pandemic_end_before_2020
ELSA,wealth,recovery,seslow,-0.443865052069697,0.64155199109933,pre_pandemic_end_before_2020
ELSA,wealth,recovery,sesmiddle,-0.166788679657531,0.846378449424251,pre_pandemic_end_before_2020
ELSA,wealth,recovery,sex_factormale,-0.00752251314428369,0.99250571014336,pre_pandemic_end_before_2020
ELSA,wealth,relapse,(Intercept),-1.83360644027268,0.159836087773544,pre_pandemic_end_before_2020
ELSA,wealth,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",0.670152663892823,1.95453568488695,pre_pandemic_end_before_2020
ELSA,wealth,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",0.780956338954116,2.18355949029113,pre_pandemic_end_before_2020
ELSA,wealth,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",2.03184868383341,7.62817541623138,pre_pandemic_end_before_2020
ELSA,wealth,relapse,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",1.84791443809201,6.34656954688874,pre_pandemic_end_before_2020
ELSA,wealth,relapse,period_factor3,-0.302796541191146,0.738749386151222,pre_pandemic_end_before_2020
ELSA,wealth,relapse,period_factor4,-0.254304127352909,0.775455928821614,pre_pandemic_end_before_2020
ELSA,wealth,relapse,period_factor5,-0.329984096695469,0.718935166785908,pre_pandemic_end_before_2020
ELSA,wealth,relapse,period_factor6,-0.417123612965092,0.658939461448915,pre_pandemic_end_before_2020
ELSA,wealth,relapse,period_factor7,-0.460644867537213,0.630876682409913,pre_pandemic_end_before_2020
ELSA,wealth,relapse,period_factor8,-0.447262673798775,0.639375938908472,pre_pandemic_end_before_2020
ELSA,wealth,relapse,proxy_factorself,-0.123698204585343,0.883646481101504,pre_pandemic_end_before_2020
ELSA,wealth,relapse,seslow,0.368831009372937,1.44604321527594,pre_pandemic_end_before_2020
ELSA,wealth,relapse,sesmiddle,0.135163017371177,1.14472337893778,pre_pandemic_end_before_2020
ELSA,wealth,relapse,sex_factormale,-0.0555649756775601,0.945950557895129,pre_pandemic_end_before_2020
HRS,education,death_post,(Intercept),-3.07774404264782,0.0460630558112014,pre_pandemic_end_before_2020
HRS,education,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))1",1.19415516660262,3.30076799318143,pre_pandemic_end_before_2020
HRS,education,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))2",1.71677651070849,5.5665557795144,pre_pandemic_end_before_2020
HRS,education,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))3",2.78338813764411,16.1737270332279,pre_pandemic_end_before_2020
HRS,education,death_post,"ns(age_model, knots = c(70, 80, 90), Boundary.knots = c(60, 95))4",1.80760561924097,6.09583419627683,pre_pandemic_end_before_2020
HRS,education,death_post,origin_factorD2,-0.136075931516787,0.872776358739883,pre_pandemic_end_before_2020
HRS,education,death_post,origin_factorR1,-0.831458338512988,0.435413842312587,pre_pandemic_end_before_2020
HRS,education,death_post,period_factor10,-0.467635303434582,0.62648195781876,pre_pandemic_end_before_2020
HRS,education,death_post,period_factor11,-0.160310787566725,0.851878994421096,pre_pandemic_end_before_2020
HRS,education,death_post,period_factor12,-0.118831840648502,0.887957106499208,pre_pandemic_end_before_2020
HRS,education,death_post,period_factor13,-0.30666773686724,0.735895071092493,pre_pandemic_end_before_2020
HRS,education,death_post,period_factor14,11.0808311564863,64914.815362007,pre_pandemic_end_before_2020
HRS,education,death_post,period_factor3,0.0365585497338283,1.03723503207497,pre_pandemic_end_before_2020
