age,state,probability_start,probability_end,half_cycle_occupancy,cohort,exposure,ses
96,I0,0.0677442876887286,0.0611567515242441,0.0644505196064864,CHARLS,education,high
96,D1,0.020008503240763,0.0169057092545151,0.0184571062476391,CHARLS,education,high
96,R1,0.0154193707441458,0.0114113699118064,0.0134153703279761,CHARLS,education,high
96,D2,0.0264951126879539,0.0230615678722016,0.0247783402800777,CHARLS,education,high
96,DEAD,0.870332725638409,0.887464601437233,0.878898663537821,CHARLS,education,high
97,I0,0.0611567515242441,0.0552097953141578,0.058183273419201,CHARLS,education,high
97,D1,0.0169057092545151,0.0144884127322855,0.0156970609934003,CHARLS,education,high
97,R1,0.0114113699118064,0.00857908174511152,0.00999522582845897,CHARLS,education,high
97,D2,0.0230615678722016,0.0197298432109999,0.0213957055416007,CHARLS,education,high
97,DEAD,0.887464601437233,0.901992866997445,0.894728734217339,CHARLS,education,high
98,I0,0.0552097953141578,0.0498411282918265,0.0525254618029922,CHARLS,education,high
98,D1,0.0144884127322855,0.0125626712560466,0.013525541994166,CHARLS,education,high
98,R1,0.00857908174511152,0.0065504478224214,0.00756476478376646,CHARLS,education,high
98,D2,0.0197298432109999,0.0166773611820453,0.0182036021965226,CHARLS,education,high
98,DEAD,0.901992866997445,0.91436839144766,0.908180629222553,CHARLS,education,high
99,I0,0.0498411282918265,0.0449945169198134,0.0474178226058199,CHARLS,education,high
99,D1,0.0125626712560466,0.0109956165516653,0.011779143903856,CHARLS,education,high
99,R1,0.0065504478224214,0.00507673303663707,0.00581359042952924,CHARLS,education,high
99,D2,0.0166773611820453,0.0139773995019193,0.0153273803419823,CHARLS,education,high
99,DEAD,0.91436839144766,0.924955733989965,0.919662062718812,CHARLS,education,high
60,I0,1,0.968045079341112,0.984022539670556,CHARLS,education,middle
60,D1,0,0.0287090749696595,0.0143545374848297,CHARLS,education,middle
60,R1,0,0,0,CHARLS,education,middle
60,D2,0,0,0,CHARLS,education,middle
60,DEAD,0,0.00324584568922825,0.00162292284461413,CHARLS,education,middle
61,I0,0.968045079341112,0.935478597062571,0.951761838201842,CHARLS,education,middle
61,D1,0.0287090749696595,0.0523037645410984,0.040506419755379,CHARLS,education,middle
61,R1,0,0.0051027091489911,0.00255135457449555,CHARLS,education,middle
61,D2,0,0,0,CHARLS,education,middle
61,DEAD,0.00324584568922825,0.00711492924733913,0.00518038746828369,CHARLS,education,middle
62,I0,0.935478597062571,0.902327751390986,0.918903174226779,CHARLS,education,middle
62,D1,0.0523037645410984,0.0717918558979661,0.0620478102195323,CHARLS,education,middle
62,R1,0.0051027091489911,0.0135313073643492,0.00931700825667016,CHARLS,education,middle
62,D2,0,0.000703024162059448,0.000351512081029724,CHARLS,education,middle
62,DEAD,0.00711492924733913,0.0116460611846392,0.00938049521598917,CHARLS,education,middle
63,I0,0.902327751390986,0.86862939847612,0.885478574933553,CHARLS,education,middle
63,D1,0.0717918558979661,0.0879631200379784,0.0798774879679722,CHARLS,education,middle
63,R1,0.0135313073643492,0.0240795028129483,0.0188054050886488,CHARLS,education,middle
63,D2,0.000703024162059448,0.00244816438035732,0.00157559427120838,CHARLS,education,middle
63,DEAD,0.0116460611846392,0.0168798142925961,0.0142629377386177,CHARLS,education,middle
64,I0,0.86862939847612,0.834431624864313,0.851530511670216,CHARLS,education,middle
64,D1,0.0879631200379784,0.10143981077965,0.0947014654088142,CHARLS,education,middle
64,R1,0.0240795028129483,0.0359099342694794,0.0299947185412139,CHARLS,education,middle
64,D2,0.00244816438035732,0.0053614889737559,0.00390482667705661,CHARLS,education,middle
64,DEAD,0.0168798142925961,0.0228571411128023,0.0198684777026992,CHARLS,education,middle
65,I0,0.834431624864313,0.799795331407728,0.81711347813602,CHARLS,education,middle
