module,stratum,cohort,ses,age,process,origin_state,destination,annual_hazard,standardization_rows
wealth_within_low_education,all,CHARLS,low,62,recovery,D1,R1,0.220019431668133,7389
wealth_within_low_education,all,CHARLS,low,63,recovery,D1,R1,0.21773306586092,7389
wealth_within_low_education,all,CHARLS,low,64,recovery,D1,R1,0.215105655075015,7389
wealth_within_low_education,all,CHARLS,low,65,recovery,D1,R1,0.21203036260467,7389
wealth_within_low_education,all,CHARLS,low,66,recovery,D1,R1,0.208409623427242,7389
wealth_within_low_education,all,CHARLS,low,67,recovery,D1,R1,0.204157652540968,7389
wealth_within_low_education,all,CHARLS,low,68,recovery,D1,R1,0.199203257819169,7389
wealth_within_low_education,all,CHARLS,low,69,recovery,D1,R1,0.193492789475312,7389
wealth_within_low_education,all,CHARLS,low,70,recovery,D1,R1,0.186993024960533,7389
wealth_within_low_education,all,CHARLS,low,71,recovery,D1,R1,0.179736702400777,7389
wealth_within_low_education,all,CHARLS,low,72,recovery,D1,R1,0.171938219615762,7389
wealth_within_low_education,all,CHARLS,low,73,recovery,D1,R1,0.163836136796945,7389
wealth_within_low_education,all,CHARLS,low,74,recovery,D1,R1,0.155641681453239,7389
wealth_within_low_education,all,CHARLS,low,75,recovery,D1,R1,0.147536132502079,7389
wealth_within_low_education,all,CHARLS,low,76,recovery,D1,R1,0.139670428348585,7389
wealth_within_low_education,all,CHARLS,low,77,recovery,D1,R1,0.132166518191133,7389
wealth_within_low_education,all,CHARLS,low,78,recovery,D1,R1,0.125119981262548,7389
wealth_within_low_education,all,CHARLS,low,79,recovery,D1,R1,0.118603485983226,7389
wealth_within_low_education,all,CHARLS,low,80,recovery,D1,R1,0.112670733830267,7389
wealth_within_low_education,all,CHARLS,low,81,recovery,D1,R1,0.107308463783301,7389
wealth_within_low_education,all,CHARLS,low,82,recovery,D1,R1,0.102302965361863,7389
wealth_within_low_education,all,CHARLS,low,83,recovery,D1,R1,0.0974282804771309,7389
wealth_within_low_education,all,CHARLS,low,84,recovery,D1,R1,0.0924986946484495,7389
wealth_within_low_education,all,CHARLS,low,85,recovery,D1,R1,0.0873677399892842,7389
wealth_within_low_education,all,CHARLS,low,86,recovery,D1,R1,0.0819299540081409,7389
wealth_within_low_education,all,CHARLS,low,87,recovery,D1,R1,0.0761240021312451,7389
wealth_within_low_education,all,CHARLS,low,88,recovery,D1,R1,0.0699357098074275,7389
wealth_within_low_education,all,CHARLS,low,89,recovery,D1,R1,0.0633995265197569,7389
wealth_within_low_education,all,CHARLS,low,90,recovery,D1,R1,0.0565970604663643,7389
wealth_within_low_education,all,CHARLS,low,91,recovery,D1,R1,0.0496974554506735,7389
wealth_within_low_education,all,CHARLS,low,92,recovery,D1,R1,0.0430348250619984,7389
wealth_within_low_education,all,CHARLS,low,93,recovery,D1,R1,0.0368778114105912,7389
wealth_within_low_education,all,CHARLS,low,94,recovery,D1,R1,0.0313821751378144,7389
wealth_within_low_education,all,CHARLS,low,95,recovery,D1,R1,0.0266126025094063,7389
wealth_within_low_education,all,CHARLS,low,96,recovery,D1,R1,0.0266126025094063,7389
