module,stratum,cohort,ses,age,process,origin_state,destination,annual_hazard,standardization_rows
wealth_within_low_education,all,CHARLS,low,90,onset,I0,D1,0.295796506307402,12491
wealth_within_low_education,all,CHARLS,low,91,onset,I0,D1,0.291765447060256,12491
wealth_within_low_education,all,CHARLS,low,92,onset,I0,D1,0.283987216547618,12491
wealth_within_low_education,all,CHARLS,low,93,onset,I0,D1,0.273672909726959,12491
wealth_within_low_education,all,CHARLS,low,94,onset,I0,D1,0.261985276982586,12491
wealth_within_low_education,all,CHARLS,low,95,onset,I0,D1,0.249964301785213,12491
wealth_within_low_education,all,CHARLS,low,96,onset,I0,D1,0.249964301785213,12491
wealth_within_low_education,all,CHARLS,low,97,onset,I0,D1,0.249964301785213,12491
wealth_within_low_education,all,CHARLS,low,98,onset,I0,D1,0.249964301785213,12491
wealth_within_low_education,all,CHARLS,low,99,onset,I0,D1,0.249964301785213,12491
wealth_within_low_education,all,CHARLS,high,60,recovery,D1,R1,0.273954577117412,7483
wealth_within_low_education,all,CHARLS,high,61,recovery,D1,R1,0.271183140460571,7483
wealth_within_low_education,all,CHARLS,high,62,recovery,D1,R1,0.268293451428332,7483
wealth_within_low_education,all,CHARLS,high,63,recovery,D1,R1,0.265145330037724,7483
wealth_within_low_education,all,CHARLS,high,64,recovery,D1,R1,0.261605986038769,7483
wealth_within_low_education,all,CHARLS,high,65,recovery,D1,R1,0.257551698750127,7483
wealth_within_low_education,all,CHARLS,high,66,recovery,D1,R1,0.252870093112295,7483
wealth_within_low_education,all,CHARLS,high,67,recovery,D1,R1,0.247462894324316,7483
wealth_within_low_education,all,CHARLS,high,68,recovery,D1,R1,0.241249009726104,7483
wealth_within_low_education,all,CHARLS,high,69,recovery,D1,R1,0.234167750385557,7483
wealth_within_low_education,all,CHARLS,high,70,recovery,D1,R1,0.226181970352328,7483
wealth_within_low_education,all,CHARLS,high,71,recovery,D1,R1,0.21733081459007,7483
wealth_within_low_education,all,CHARLS,high,72,recovery,D1,R1,0.207864040310358,7483
wealth_within_low_education,all,CHARLS,high,73,recovery,D1,R1,0.198058857116962,7483
wealth_within_low_education,all,CHARLS,high,74,recovery,D1,R1,0.188160360136868,7483
wealth_within_low_education,all,CHARLS,high,75,recovery,D1,R1,0.178378735477044,7483
wealth_within_low_education,all,CHARLS,high,76,recovery,D1,R1,0.168888943872376,7483
wealth_within_low_education,all,CHARLS,high,77,recovery,D1,R1,0.159832343809348,7483
wealth_within_low_education,all,CHARLS,high,78,recovery,D1,R1,0.151319724134618,7483
wealth_within_low_education,all,CHARLS,high,79,recovery,D1,R1,0.143435269500628,7483
wealth_within_low_education,all,CHARLS,high,80,recovery,D1,R1,0.136241062574755,7483
wealth_within_low_education,all,CHARLS,high,81,recovery,D1,R1,0.129721592884213,7483
wealth_within_low_education,all,CHARLS,high,82,recovery,D1,R1,0.123629717889699,7483
wealth_within_low_education,all,CHARLS,high,83,recovery,D1,R1,0.117704325236802,7483
wealth_within_low_education,all,CHARLS,high,84,recovery,D1,R1,0.111730949085854,7483
wealth_within_low_education,all,CHARLS,high,85,recovery,D1,R1,0.105540381451355,7483
wealth_within_low_education,all,CHARLS,high,86,recovery,D1,R1,0.0990103328853667,7483
wealth_within_low_education,all,CHARLS,high,87,recovery,D1,R1,0.092068624540688,7483
wealth_within_low_education,all,CHARLS,high,88,recovery,D1,R1,0.0846963405654974,7483
wealth_within_low_education,all,CHARLS,high,89,recovery,D1,R1,0.0769293527254365,7483
wealth_within_low_education,all,CHARLS,high,90,recovery,D1,R1,0.0688567522640217,7483
wealth_within_low_education,all,CHARLS,high,91,recovery,D1,R1,0.0606683962766866,7483
wealth_within_low_education,all,CHARLS,high,92,recovery,D1,R1,0.0527475365180933,7483
wealth_within_low_education,all,CHARLS,high,93,recovery,D1,R1,0.0454056202854331,7483
wealth_within_low_education,all,CHARLS,high,94,recovery,D1,R1,0.0388265576313912,7483
wealth_within_low_education,all,CHARLS,high,95,recovery,D1,R1,0.0330905574891245,7483
